number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
152,,2023-09-12 23:36:12.608909,2023-09-12 23:36:13.161081,0 days 00:00:00.552172,0.9,4.305450046150085,3,18,6.934184147802972,1.704614852025724,0.7,FAIL
153,,2023-09-12 23:36:13.163081,2023-09-12 23:36:13.759654,0 days 00:00:00.596573,0.7,3.577041823146442,6,35,2.7768061048506034,2.2263621537085623,0.6,FAIL
154,,2023-09-12 23:36:13.761656,2023-09-12 23:36:14.376488,0 days 00:00:00.614832,1.0,3.223002463398485,4,50,2.979641378096787,4.65702380103568,0.7,FAIL
155,,2023-09-12 23:36:14.378994,2023-09-12 23:36:14.916080,0 days 00:00:00.537086,0.7,2.621799101341751,6,93,1.5797705467014165,4.8686143619265,1.0,FAIL
156,,2023-09-12 23:36:14.917586,2023-09-12 23:36:15.502633,0 days 00:00:00.585047,0.9,4.772394477773787,3,66,8.343689028382482,2.832194954667699,1.0,FAIL
157,,2023-09-12 23:36:15.504633,2023-09-12 23:36:15.922458,0 days 00:00:00.417825,0.5,5.5311176947665235,4,28,8.61528159280644,2.016892705102896,0.7,FAIL
158,,2023-09-12 23:36:15.923458,2023-09-12 23:36:16.554635,0 days 00:00:00.631177,1.0,1.5111461406829205,4,52,5.759672438448257,1.3818811292494928,0.7,FAIL
159,,2023-09-12 23:36:16.556635,2023-09-12 23:36:17.043586,0 days 00:00:00.486951,0.7,3.8659155137600845,4,68,2.950334625450668,2.909204269787522,0.8,FAIL
160,,2023-09-12 23:36:17.045586,2023-09-12 23:36:17.513624,0 days 00:00:00.468038,1.0,4.728913364941035,5,49,5.152514883212929,7.415487804877234,1.0,FAIL
161,,2023-09-12 23:36:17.515624,2023-09-12 23:36:17.839230,0 days 00:00:00.323606,0.5,7.308125738487925,4,15,6.546109474362321,3.077374968430866,1.0,FAIL
162,,2023-09-12 23:36:17.840232,2023-09-12 23:36:18.454954,0 days 00:00:00.614722,0.7,3.286842530865621,3,50,2.5209947950856058,7.725783840461601,0.8,FAIL
163,,2023-09-12 23:36:18.455954,2023-09-12 23:36:18.950383,0 days 00:00:00.494429,0.5,2.397023963960006,6,2,5.659394895560885,6.793951451420121,0.7,FAIL
164,,2023-09-12 23:36:18.952383,2023-09-12 23:36:19.492479,0 days 00:00:00.540096,0.5,8.806796858123043,4,97,2.3669109334099514,2.9686389409311715,0.6,FAIL
165,,2023-09-12 23:36:19.493478,2023-09-12 23:36:20.192484,0 days 00:00:00.699006,1.0,6.58905869134587,4,63,7.333719558603056,8.500541038459849,0.7,FAIL
166,,2023-09-12 23:36:20.194483,2023-09-12 23:36:20.728585,0 days 00:00:00.534102,0.7,4.602972655343333,6,86,6.762091626296808,5.509669046337568,0.8,FAIL
167,,2023-09-12 23:36:20.730586,2023-09-12 23:36:21.309257,0 days 00:00:00.578671,0.5,2.6616796194367587,3,32,7.506642676750831,7.685447073239685,0.8,FAIL
168,,2023-09-12 23:36:21.311258,2023-09-12 23:36:21.851290,0 days 00:00:00.540032,1.0,4.2703154305757485,6,26,1.128998321893635,6.895222014683499,1.0,FAIL
169,,2023-09-12 23:36:21.852289,2023-09-12 23:36:22.463043,0 days 00:00:00.610754,1.0,1.4547000790975968,5,79,3.280061195796189,3.603504927232004,0.7,FAIL
170,,2023-09-12 23:36:22.464043,2023-09-12 23:36:23.139077,0 days 00:00:00.675034,0.5,8.80436493735118,3,50,8.740503754436556,2.6165355142245827,0.7,FAIL
171,,2023-09-12 23:36:23.141078,2023-09-12 23:36:23.761924,0 days 00:00:00.620846,0.9,5.057760542205598,5,65,8.086933907698288,1.4419906027085538,1.0,FAIL
172,,2023-09-12 23:36:23.762924,2023-09-12 23:36:24.285336,0 days 00:00:00.522412,0.5,8.258387053540446,3,66,5.87924947946951,5.0733966871547125,0.6,FAIL
173,,2023-09-12 23:36:24.287336,2023-09-12 23:36:24.827756,0 days 00:00:00.540420,0.7,1.157128798848297,6,69,9.607061405726544,5.820670430391789,1.0,FAIL
174,,2023-09-12 23:36:24.828771,2023-09-12 23:36:25.702418,0 days 00:00:00.873647,0.5,8.286953113702822,3,87,1.6130793578664382,4.186673200158955,0.8,FAIL
175,,2023-09-12 23:36:25.703418,2023-09-12 23:36:26.196285,0 days 00:00:00.492867,0.9,3.462343452598784,6,40,3.0737857625268123,9.602626681985665,0.8,FAIL
176,,2023-09-12 23:36:26.197790,2023-09-12 23:36:26.778356,0 days 00:00:00.580566,0.5,7.0611946453986665,6,60,6.645712507348854,3.7112255201859763,0.6,FAIL
177,,2023-09-12 23:36:26.779355,2023-09-12 23:36:27.454184,0 days 00:00:00.674829,1.0,3.5299303958245694,3,45,1.336523420291928,4.566197656189698,0.8,FAIL
178,,2023-09-12 23:36:27.455183,2023-09-12 23:36:27.889535,0 days 00:00:00.434352,0.9,1.2253968808256142,5,14,3.212791664309925,2.378886046276814,0.8,FAIL
179,,2023-09-12 23:36:27.891536,2023-09-12 23:36:28.407585,0 days 00:00:00.516049,0.9,7.285801659059702,4,88,4.702618973620008,7.7198927206336005,0.8,FAIL
180,,2023-09-12 23:36:28.409596,2023-09-12 23:36:28.912089,0 days 00:00:00.502493,1.0,2.2790879653041896,4,71,4.403527218740335,5.677659142953305,0.8,FAIL
181,,2023-09-12 23:36:28.913089,2023-09-12 23:36:29.507647,0 days 00:00:00.594558,1.0,6.0314744648534315,3,10,7.377290605465804,3.5380356112156934,0.6,FAIL
182,,2023-09-12 23:36:29.509660,2023-09-12 23:36:30.045415,0 days 00:00:00.535755,0.5,9.399003998531649,4,3,1.210549315563684,8.965843756795266,0.6,FAIL
183,,2023-09-12 23:36:30.047920,2023-09-12 23:36:30.595038,0 days 00:00:00.547118,1.0,7.307622834617603,3,14,5.012863658753913,9.385724592309009,0.7,FAIL
184,,2023-09-12 23:36:30.596038,2023-09-12 23:36:31.069660,0 days 00:00:00.473622,0.7,3.371288637956682,4,43,2.4717796220046786,9.03817839621848,1.0,FAIL
185,,2023-09-12 23:36:31.070661,2023-09-12 23:36:31.648676,0 days 00:00:00.578015,0.9,1.8507980164420372,3,46,2.3493353720742265,2.171494401840935,0.7,FAIL
186,,2023-09-12 23:36:31.649676,2023-09-12 23:36:32.087372,0 days 00:00:00.437696,0.5,6.820939058479181,6,79,7.366942867148542,5.245278335161452,1.0,FAIL
187,,2023-09-12 23:36:32.088878,2023-09-12 23:36:32.746103,0 days 00:00:00.657225,0.9,5.050688970096895,4,70,3.6307800522783533,5.844783946562169,0.6,FAIL
188,,2023-09-12 23:36:32.747607,2023-09-12 23:36:33.399284,0 days 00:00:00.651677,0.7,7.379872486867219,5,96,9.198343169732189,6.199904759836935,0.6,FAIL
189,,2023-09-12 23:36:33.400285,2023-09-12 23:36:33.979396,0 days 00:00:00.579111,0.7,5.135883992828827,6,17,9.247017567691698,7.560460090963867,0.6,FAIL
190,,2023-09-12 23:36:33.981397,2023-09-12 23:36:34.667880,0 days 00:00:00.686483,1.0,2.5231604241048227,5,55,7.536209037131918,3.606369603636186,1.0,FAIL
191,,2023-09-12 23:36:34.669881,2023-09-12 23:36:35.351279,0 days 00:00:00.681398,0.9,8.33712060994791,6,8,4.573251250544429,4.71440801853224,0.7,FAIL
192,,2023-09-12 23:36:35.352279,2023-09-12 23:36:35.740695,0 days 00:00:00.388416,0.7,2.876274665663935,5,22,3.0009008901224714,8.020840838130258,1.0,FAIL
193,,2023-09-12 23:36:35.741695,2023-09-12 23:36:36.356203,0 days 00:00:00.614508,0.5,3.6556101846451083,5,65,1.5035070309208147,5.156075258931155,0.8,FAIL
194,,2023-09-12 23:36:36.357707,2023-09-12 23:36:36.850676,0 days 00:00:00.492969,1.0,3.44581031548873,5,23,3.693307564890918,5.778458777599112,0.7,FAIL
195,,2023-09-12 23:36:36.851675,2023-09-12 23:36:37.525904,0 days 00:00:00.674229,0.9,2.692782723055408,5,19,9.19993405682368,9.862936755089429,1.0,FAIL
196,,2023-09-12 23:36:37.527409,2023-09-12 23:36:38.148677,0 days 00:00:00.621268,0.9,4.733116352922039,3,40,8.131377778785286,9.406670450647589,0.8,FAIL
197,,2023-09-12 23:36:38.149677,2023-09-12 23:36:38.666155,0 days 00:00:00.516478,1.0,9.498527913096652,6,27,4.8257760154715275,1.471403108603847,0.7,FAIL
198,,2023-09-12 23:36:38.668669,2023-09-12 23:36:39.219741,0 days 00:00:00.551072,0.7,3.8680435973485343,5,87,3.5708741470907577,4.606259840937811,0.7,FAIL
199,,2023-09-12 23:36:39.221322,2023-09-12 23:36:39.825183,0 days 00:00:00.603861,1.0,3.025783930373008,3,57,3.1605224656185986,1.2847004684221166,0.7,FAIL
200,,2023-09-12 23:36:39.827688,2023-09-12 23:36:40.416389,0 days 00:00:00.588701,0.7,8.852326678829902,6,60,7.306368236539408,5.034537843899683,0.6,FAIL
201,,2023-09-12 23:36:40.417892,2023-09-12 23:36:41.025982,0 days 00:00:00.608090,1.0,7.121650665459065,5,83,9.666846141200862,8.082707966828911,0.7,FAIL
202,,2023-09-12 23:36:41.028496,2023-09-12 23:36:41.517670,0 days 00:00:00.489174,0.9,8.431655927585657,3,43,8.133731209862852,6.10504373959198,1.0,FAIL
203,,2023-09-12 23:36:41.519671,2023-09-12 23:36:42.193628,0 days 00:00:00.673957,0.9,1.0436443078364208,5,63,8.993542121723259,9.045062034462092,0.6,FAIL
204,,2023-09-12 23:36:42.194628,2023-09-12 23:36:42.779498,0 days 00:00:00.584870,0.5,3.8357421966100893,4,29,3.545830514537679,6.238641907033964,0.8,FAIL
205,,2023-09-12 23:36:42.781501,2023-09-12 23:36:43.205912,0 days 00:00:00.424411,1.0,6.351243552486906,5,10,5.421852253299875,4.972330332771076,1.0,FAIL
206,,2023-09-12 23:36:43.207418,2023-09-12 23:36:43.757394,0 days 00:00:00.549976,0.7,2.2322201639712067,4,30,7.5959182899092275,6.961159830158547,0.7,FAIL
207,,2023-09-12 23:36:43.758901,2023-09-12 23:36:44.281525,0 days 00:00:00.522624,1.0,8.217236771146139,3,14,5.648611255383831,3.237846800384251,0.7,FAIL
208,,2023-09-12 23:36:44.283525,2023-09-12 23:36:44.919805,0 days 00:00:00.636280,1.0,5.045854954792916,6,95,5.748593161466409,6.208447173324548,0.7,FAIL
209,,2023-09-12 23:36:44.921807,2023-09-12 23:36:45.589773,0 days 00:00:00.667966,1.0,9.425101492596134,3,43,9.025260773917918,2.1800513709848746,0.8,FAIL
210,,2023-09-12 23:36:45.591775,2023-09-12 23:36:46.106486,0 days 00:00:00.514711,0.5,4.40456924899129,3,93,2.1485712828644172,9.01396867907876,0.6,FAIL
211,,2023-09-12 23:36:46.107990,2023-09-12 23:36:46.845934,0 days 00:00:00.737944,0.9,1.8611234337334615,5,34,6.468390375786315,6.707882928164192,0.6,FAIL
212,,2023-09-12 23:36:46.847438,2023-09-12 23:36:47.353971,0 days 00:00:00.506533,0.7,7.561633238391866,3,89,8.182764991897606,7.241644693006219,0.6,FAIL
213,,2023-09-12 23:36:47.354971,2023-09-12 23:36:47.784681,0 days 00:00:00.429710,0.5,3.0339771133899,3,4,2.07605979523803,6.63499938996325,1.0,FAIL
214,,2023-09-12 23:36:47.786681,2023-09-12 23:36:48.228032,0 days 00:00:00.441351,0.5,7.557954627028268,4,51,7.986280898065922,1.4347611585775963,1.0,FAIL
215,,2023-09-12 23:36:48.230036,2023-09-12 23:36:48.895707,0 days 00:00:00.665671,0.9,4.862864078735844,4,46,1.0034695389365225,1.8963168110730182,0.6,FAIL
216,,2023-09-12 23:36:48.897707,2023-09-12 23:36:49.640634,0 days 00:00:00.742927,0.7,3.862778362858564,3,9,8.880630724517705,3.183752256253225,0.7,FAIL
217,,2023-09-12 23:36:49.641634,2023-09-12 23:36:50.220285,0 days 00:00:00.578651,0.7,8.808451101166085,6,54,4.936635047356139,2.0419209899042228,0.6,FAIL
218,,2023-09-12 23:36:50.222284,2023-09-12 23:36:50.870560,0 days 00:00:00.648276,0.9,1.4901033965763135,6,54,2.1617307276764848,4.046644095513225,0.7,FAIL
219,,2023-09-12 23:36:50.871560,2023-09-12 23:36:51.495928,0 days 00:00:00.624368,1.0,3.1960777360594164,4,94,1.9199062291802669,8.719815102885505,0.8,FAIL
220,,2023-09-12 23:36:51.497498,2023-09-12 23:36:52.240660,0 days 00:00:00.743162,1.0,3.289109321281484,4,56,8.565304233034661,6.62701853057225,0.8,FAIL
221,,2023-09-12 23:36:52.242660,2023-09-12 23:36:52.814448,0 days 00:00:00.571788,0.9,9.29848108326767,5,11,5.3103490201186805,9.963435672212963,0.6,FAIL
222,,2023-09-12 23:36:52.815448,2023-09-12 23:36:53.309612,0 days 00:00:00.494164,0.7,6.9841353622112194,4,51,9.440772037417489,8.042367106706347,1.0,FAIL
223,,2023-09-12 23:36:53.310614,2023-09-12 23:36:53.894943,0 days 00:00:00.584329,0.9,8.2619146288731,3,75,6.344115960017003,9.635892497905758,0.7,FAIL
224,,2023-09-12 23:36:53.895944,2023-09-12 23:36:54.521947,0 days 00:00:00.626003,0.9,6.6668103216029015,6,70,3.868966400002635,4.636445368414972,1.0,FAIL
225,,2023-09-12 23:36:54.524947,2023-09-12 23:36:55.183145,0 days 00:00:00.658198,0.9,1.3788753927637956,4,65,3.4166112830340585,5.153692104209621,1.0,FAIL
226,,2023-09-12 23:36:55.185144,2023-09-12 23:36:55.828855,0 days 00:00:00.643711,0.9,3.837479945093016,3,67,3.3945065636930183,7.119111024101241,0.8,FAIL
227,,2023-09-12 23:36:55.830857,2023-09-12 23:36:56.222423,0 days 00:00:00.391566,0.5,1.0048197907445107,5,8,4.259791085003913,8.868968858367623,1.0,FAIL
228,,2023-09-12 23:36:56.224423,2023-09-12 23:36:56.794126,0 days 00:00:00.569703,1.0,6.584036429713263,6,9,2.447758469815099,4.411097519518584,1.0,FAIL
229,,2023-09-12 23:36:56.796126,2023-09-12 23:36:57.421971,0 days 00:00:00.625845,0.9,7.749592062408309,3,98,2.5230350092160005,5.115393648440079,0.7,FAIL
230,,2023-09-12 23:36:57.423971,2023-09-12 23:36:57.988757,0 days 00:00:00.564786,0.5,3.757839224435792,5,37,4.346682899394625,9.571335309479656,0.7,FAIL
231,,2023-09-12 23:36:57.990759,2023-09-12 23:36:58.590373,0 days 00:00:00.599614,0.5,1.6798124708289006,6,11,1.4787227944899972,8.236558210884542,1.0,FAIL
232,,2023-09-12 23:36:58.592373,2023-09-12 23:36:59.106496,0 days 00:00:00.514123,0.5,3.284370126440696,6,36,5.472889364460396,4.755619593193292,0.7,FAIL
233,,2023-09-12 23:36:59.108001,2023-09-12 23:36:59.465603,0 days 00:00:00.357602,0.9,1.0463447292554782,3,34,8.490654520642337,2.8734409842992594,1.0,FAIL
234,,2023-09-12 23:36:59.467603,2023-09-12 23:37:00.144979,0 days 00:00:00.677376,1.0,6.848089156493623,6,4,4.827316054786975,4.325888400951248,0.6,FAIL
235,,2023-09-12 23:37:00.145979,2023-09-12 23:37:00.767422,0 days 00:00:00.621443,1.0,3.79755414459497,3,87,8.93407264882767,1.5995890813792297,0.7,FAIL
236,,2023-09-12 23:37:00.768432,2023-09-12 23:37:01.293945,0 days 00:00:00.525513,0.9,1.040203309451869,6,44,3.468142379446486,8.341752787217214,0.7,FAIL
237,,2023-09-12 23:37:01.295945,2023-09-12 23:37:01.771450,0 days 00:00:00.475505,0.5,7.176200291763904,6,81,8.604603940425418,7.723805654583908,0.8,FAIL
238,,2023-09-12 23:37:01.774450,2023-09-12 23:37:02.363743,0 days 00:00:00.589293,0.9,2.1025319227693213,4,72,3.666080254382798,1.2684567526170167,1.0,FAIL
239,,2023-09-12 23:37:02.364742,2023-09-12 23:37:02.917426,0 days 00:00:00.552684,0.5,3.018550082550039,5,59,2.5484756770079633,1.339627626496477,0.6,FAIL
240,,2023-09-12 23:37:02.918427,2023-09-12 23:37:03.491997,0 days 00:00:00.573570,0.5,2.637174593612845,3,11,8.539446210904686,9.701085037040837,0.8,FAIL
241,,2023-09-12 23:37:03.493997,2023-09-12 23:37:03.949045,0 days 00:00:00.455048,1.0,5.098049627911179,5,15,4.664558304950805,7.989584188700949,0.8,FAIL
242,,2023-09-12 23:37:03.951047,2023-09-12 23:37:04.795178,0 days 00:00:00.844131,0.7,5.670891171305339,3,55,6.2348513817151225,9.291894680195789,1.0,FAIL
243,,2023-09-12 23:37:04.796178,2023-09-12 23:37:05.321753,0 days 00:00:00.525575,0.5,9.759292238653668,3,69,1.1092623645691737,4.691429440267264,0.7,FAIL
244,,2023-09-12 23:37:05.323753,2023-09-12 23:37:05.958014,0 days 00:00:00.634261,0.9,5.55621517128742,3,44,1.0619408328447744,3.7280980032361684,0.8,FAIL
245,,2023-09-12 23:37:05.960017,2023-09-12 23:37:06.415933,0 days 00:00:00.455916,1.0,1.4377697767601496,4,77,5.361283326232421,2.9782490096107166,0.8,FAIL
246,,2023-09-12 23:37:06.418451,2023-09-12 23:37:06.920866,0 days 00:00:00.502415,0.7,7.893339799033219,6,26,5.552870664370087,1.9655437196465502,1.0,FAIL
247,,2023-09-12 23:37:06.922865,2023-09-12 23:37:07.470624,0 days 00:00:00.547759,0.5,1.1278144119936784,4,18,8.668060886716617,2.2975604778918384,0.6,FAIL
248,,2023-09-12 23:37:07.471636,2023-09-12 23:37:07.951614,0 days 00:00:00.479978,0.5,3.6216714363517792,5,47,8.345400479735403,2.8453277546417635,0.7,FAIL
249,,2023-09-12 23:37:07.953613,2023-09-12 23:37:08.513114,0 days 00:00:00.559501,0.5,3.248758867898755,4,84,2.737607052384395,7.360911788172552,1.0,FAIL
250,,2023-09-12 23:37:08.515114,2023-09-12 23:37:08.919019,0 days 00:00:00.403905,0.7,2.5426419536766076,5,12,9.339246023335821,3.3164129547334182,1.0,FAIL
251,,2023-09-12 23:37:08.921020,2023-09-12 23:37:09.581250,0 days 00:00:00.660230,1.0,4.627706709238238,6,7,4.153072059906379,8.856938004141902,0.7,FAIL
252,,2023-09-12 23:37:09.583250,2023-09-12 23:37:10.135959,0 days 00:00:00.552709,1.0,5.042272361099458,6,50,9.024257274043348,7.500800065207251,0.8,FAIL
253,,2023-09-12 23:37:10.138474,2023-09-12 23:37:10.817373,0 days 00:00:00.678899,1.0,3.0832007458555206,3,60,6.1643431346876145,3.664327215020891,0.8,FAIL
254,,2023-09-12 23:37:10.818383,2023-09-12 23:37:11.451682,0 days 00:00:00.633299,0.5,3.257608506953668,6,17,3.339238363405698,8.969329266943053,1.0,FAIL
255,,2023-09-12 23:37:11.452682,2023-09-12 23:37:12.100927,0 days 00:00:00.648245,1.0,8.241251158919209,3,42,2.7074448180819193,7.334909065059568,0.8,FAIL
256,,2023-09-12 23:37:12.102927,2023-09-12 23:37:12.627494,0 days 00:00:00.524567,0.5,1.6021951207797105,3,29,8.354049000350265,6.770788678981031,0.7,FAIL
257,,2023-09-12 23:37:12.628507,2023-09-12 23:37:13.161705,0 days 00:00:00.533198,0.7,6.107996457380489,5,79,2.588542564995851,5.105309564088782,0.6,FAIL
258,,2023-09-12 23:37:13.162705,2023-09-12 23:37:13.720343,0 days 00:00:00.557638,1.0,7.376737263884979,3,76,5.887254986009065,7.868510480026953,0.7,FAIL
259,,2023-09-12 23:37:13.721343,2023-09-12 23:37:14.125597,0 days 00:00:00.404254,0.5,1.9377937692808809,6,13,9.051181727672242,1.55039723012059,0.6,FAIL
260,,2023-09-12 23:37:14.126597,2023-09-12 23:37:14.799816,0 days 00:00:00.673219,1.0,5.621080986566771,6,87,1.8634212961583296,7.739487315641943,0.6,FAIL
261,,2023-09-12 23:37:14.800818,2023-09-12 23:37:15.220126,0 days 00:00:00.419308,0.5,3.70761343415347,3,27,2.12025674133719,3.501951015469851,0.7,FAIL
262,,2023-09-12 23:37:15.222126,2023-09-12 23:37:15.859418,0 days 00:00:00.637292,0.9,8.358588508510547,3,10,5.920169513611512,7.929358987074679,0.7,FAIL
263,,2023-09-12 23:37:15.860419,2023-09-12 23:37:16.427409,0 days 00:00:00.566990,0.9,9.169138197034327,6,14,5.024481098544561,3.554980074923582,0.6,FAIL
264,,2023-09-12 23:37:16.428916,2023-09-12 23:37:16.939070,0 days 00:00:00.510154,1.0,6.555448970116024,6,37,6.5539912168439844,9.929141317821335,0.8,FAIL
265,,2023-09-12 23:37:16.941072,2023-09-12 23:37:17.417587,0 days 00:00:00.476515,1.0,5.095409866017845,5,69,9.332010354112558,1.9644232080119293,0.8,FAIL
266,,2023-09-12 23:37:17.419598,2023-09-12 23:37:17.855938,0 days 00:00:00.436340,1.0,6.788049553425299,3,23,4.940813886862179,1.1707321990826003,1.0,FAIL
267,,2023-09-12 23:37:17.857444,2023-09-12 23:37:18.468168,0 days 00:00:00.610724,1.0,3.8196964769737574,5,71,9.603867157513546,6.1516414611145835,0.7,FAIL
268,,2023-09-12 23:37:18.470170,2023-09-12 23:37:19.191394,0 days 00:00:00.721224,0.7,1.9196858197163116,6,95,3.5828013940882517,2.084717846264809,0.7,FAIL
269,,2023-09-12 23:37:19.193916,2023-09-12 23:37:19.691483,0 days 00:00:00.497567,0.7,5.792322405706333,4,14,5.765256923602931,5.931580575260524,0.7,FAIL
270,,2023-09-12 23:37:19.692483,2023-09-12 23:37:20.261352,0 days 00:00:00.568869,0.9,2.1795778217987882,4,71,1.0806534688477758,8.42849047511407,0.6,FAIL
271,,2023-09-12 23:37:20.262351,2023-09-12 23:37:20.829097,0 days 00:00:00.566746,1.0,7.759728666365458,4,48,8.193569470281119,3.111023594463387,0.7,FAIL
272,,2023-09-12 23:37:20.830098,2023-09-12 23:37:21.203358,0 days 00:00:00.373260,0.5,6.691363687119932,3,44,2.545394095032841,4.374381486450949,1.0,FAIL
273,,2023-09-12 23:37:21.204358,2023-09-12 23:37:21.772975,0 days 00:00:00.568617,1.0,7.38727993678941,3,80,5.477188867569705,5.635070924315,0.7,FAIL
274,,2023-09-12 23:37:21.774975,2023-09-12 23:37:22.305916,0 days 00:00:00.530941,0.5,2.4454019185113585,6,75,6.911168179249516,5.433913253403868,0.7,FAIL
275,,2023-09-12 23:37:22.308432,2023-09-12 23:37:22.860565,0 days 00:00:00.552133,0.7,6.008862940971954,4,74,3.5150871054174364,2.6974182448277624,1.0,FAIL
276,,2023-09-12 23:37:22.862565,2023-09-12 23:37:23.463841,0 days 00:00:00.601276,0.7,5.125636650513393,6,21,8.90411062453325,9.47223671989588,0.7,FAIL
277,,2023-09-12 23:37:23.465841,2023-09-12 23:37:24.199058,0 days 00:00:00.733217,0.9,2.127245990604277,5,48,8.400303785546427,8.72952476395973,0.6,FAIL
278,,2023-09-12 23:37:24.201057,2023-09-12 23:37:24.838159,0 days 00:00:00.637102,0.7,9.966129437951485,3,26,5.271877070313736,7.9863428103795355,0.8,FAIL
279,,2023-09-12 23:37:24.840162,2023-09-12 23:37:25.589980,0 days 00:00:00.749818,0.9,2.7911694775395097,4,64,3.0625273460821845,6.976198247732714,0.8,FAIL
280,,2023-09-12 23:37:25.591983,2023-09-12 23:37:26.125039,0 days 00:00:00.533056,0.9,1.3118356845811872,4,91,5.059658147870394,6.542820820548336,0.8,FAIL
281,,2023-09-12 23:37:26.126039,2023-09-12 23:37:26.619043,0 days 00:00:00.493004,0.9,7.372711021693487,4,88,6.6821786763384985,8.891547512124998,0.8,FAIL
282,,2023-09-12 23:37:26.621044,2023-09-12 23:37:27.143044,0 days 00:00:00.522000,1.0,6.3594693132854285,4,44,9.315942222889067,4.892658037753716,0.8,FAIL
283,,2023-09-12 23:37:27.145044,2023-09-12 23:37:27.764701,0 days 00:00:00.619657,1.0,7.713178405552636,6,97,4.437013333892281,9.261335527609189,0.8,FAIL
284,,2023-09-12 23:37:27.765701,2023-09-12 23:37:28.359844,0 days 00:00:00.594143,1.0,6.989017639174241,3,79,6.143171027962345,1.3372247215293314,0.7,FAIL
285,,2023-09-12 23:37:28.360846,2023-09-12 23:37:28.840268,0 days 00:00:00.479422,0.9,8.353752172233397,5,51,1.4671878522412063,2.707390155283972,0.8,FAIL
286,,2023-09-12 23:37:28.842268,2023-09-12 23:37:29.330692,0 days 00:00:00.488424,0.5,8.590750117248186,6,22,5.047830544259738,9.176369538335933,1.0,FAIL
287,,2023-09-12 23:37:29.331692,2023-09-12 23:37:29.861715,0 days 00:00:00.530023,1.0,9.071467811895038,3,35,2.6727735393553482,9.385511861616962,0.7,FAIL
288,,2023-09-12 23:37:29.863714,2023-09-12 23:37:30.528037,0 days 00:00:00.664323,0.9,3.2823099095149444,4,42,4.306909764890436,2.953425027769751,0.6,FAIL
289,,2023-09-12 23:37:30.530040,2023-09-12 23:37:30.939191,0 days 00:00:00.409151,0.5,4.194334664177375,5,2,4.866800830438043,6.837049192628975,0.7,FAIL
290,,2023-09-12 23:37:30.941193,2023-09-12 23:37:31.525514,0 days 00:00:00.584321,0.9,8.42025440187407,3,54,3.4531780832554233,6.304840156580034,0.6,FAIL
291,,2023-09-12 23:37:31.526514,2023-09-12 23:37:32.090063,0 days 00:00:00.563549,0.9,3.779949082718045,6,62,8.777524713117641,3.562331211560235,0.8,FAIL
292,,2023-09-12 23:37:32.092063,2023-09-12 23:37:32.604999,0 days 00:00:00.512936,0.9,6.29497381649805,6,4,6.049591991660425,1.0446357201429808,0.6,FAIL
293,,2023-09-12 23:37:32.605999,2023-09-12 23:37:33.156667,0 days 00:00:00.550668,1.0,8.142614430532687,4,38,7.074168454050292,3.9169776663200486,0.7,FAIL
294,,2023-09-12 23:37:33.158171,2023-09-12 23:37:33.986436,0 days 00:00:00.828265,1.0,1.9261730980147032,4,25,3.243692877197753,2.5610881488680315,1.0,FAIL
295,,2023-09-12 23:37:33.987940,2023-09-12 23:37:34.661623,0 days 00:00:00.673683,0.9,6.228447140677389,4,15,1.3955611548769027,9.93678132305625,1.0,FAIL
296,,2023-09-12 23:37:34.663622,2023-09-12 23:37:35.099567,0 days 00:00:00.435945,0.7,5.11419521507875,5,71,9.86291787202246,8.460102162657503,0.7,FAIL
297,,2023-09-12 23:37:35.101568,2023-09-12 23:37:35.584797,0 days 00:00:00.483229,0.5,7.667674453281432,3,35,6.691966422719401,7.972353369828633,1.0,FAIL
298,,2023-09-12 23:37:35.585797,2023-09-12 23:37:36.221521,0 days 00:00:00.635724,1.0,8.11621993462195,5,70,9.73517122189311,6.165074419668404,0.7,FAIL
299,,2023-09-12 23:37:36.222521,2023-09-12 23:37:36.749153,0 days 00:00:00.526632,1.0,2.2364243649295443,6,56,1.3523374714327137,1.0909916775447788,0.6,FAIL
300,,2023-09-12 23:37:36.750155,2023-09-12 23:37:37.246714,0 days 00:00:00.496559,0.9,2.577817813709979,4,26,9.350556474743126,2.6523927519488124,0.8,FAIL
301,,2023-09-12 23:37:37.248219,2023-09-12 23:37:37.709536,0 days 00:00:00.461317,1.0,6.831497545963378,5,7,4.996932996132382,9.794803212701744,0.8,FAIL
302,,2023-09-12 23:37:37.711537,2023-09-12 23:37:38.270081,0 days 00:00:00.558544,1.0,9.171897027505834,3,7,4.820144736606212,5.859144609409987,0.7,FAIL
303,,2023-09-12 23:37:38.273082,2023-09-12 23:37:38.888372,0 days 00:00:00.615290,1.0,7.3819427605222945,6,82,2.085053016922115,6.1557308532627095,1.0,FAIL
304,,2023-09-12 23:37:38.890372,2023-09-12 23:37:39.527689,0 days 00:00:00.637317,0.9,3.490354764779111,6,10,1.6211725196383626,8.769781059409148,0.7,FAIL
305,,2023-09-12 23:37:39.528700,2023-09-12 23:37:40.045304,0 days 00:00:00.516604,0.9,7.281348668509723,5,56,6.942798334730423,1.8715838460035132,1.0,FAIL
306,,2023-09-12 23:37:40.047808,2023-09-12 23:37:40.536335,0 days 00:00:00.488527,0.9,8.314416114218652,3,25,8.978401674459784,4.017492706554521,0.6,FAIL
